,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000180628.15,PCGF5,84333,10,1,91163012,91284337,0.054969102,4.887598486,0.503205633,0.486156351,0.679496435
ENSG00000180638.17,SLC47A2,146802,17,-1,19678288,19718979,1.066503335,2.536076526,3.990686372,0.059317664,0.203880819
ENSG00000180667.10,YOD1,55432,1,-1,207043849,207052980,-0.306601825,3.975552158,11.41949654,0.00293133,0.034451094
ENSG00000180694.14,TMEM64,169200,8,-1,90621995,90791632,-0.32576416,4.642782738,6.146412786,0.022043595,0.113201381
ENSG00000180720.7,CHRM4,1132,11,-1,46383789,46391776,-0.493199846,-0.015410879,0.982491572,0.333242875,0.550525816
ENSG00000180739.14,S1PR5,53637,19,-1,10512742,10517931,0.229645711,1.806440633,0.563827804,0.46133079,0.658136596
ENSG00000180745.5,CLRN3,119467,10,-1,127877841,127892941,0.216894576,3.495071559,0.739105266,0.40320233,0.611270162
ENSG00000180758.12,GPR157,80045,1,-1,9100305,9129102,-0.095594605,3.493142402,0.542525924,0.469807684,0.665157611
ENSG00000180767.9,CHST13,166012,3,1,126524155,126543291,0.752727724,-0.445767985,2.043975586,0.168007091,0.37123614
ENSG00000180773.15,SLC36A4,120103,11,-1,93144174,93197991,-0.401898279,4.354895574,11.58014602,0.002774686,0.033380367
ENSG00000180776.15,ZDHHC20,253832,13,-1,21348784,21459370,-0.186028064,6.416309613,6.945711889,0.015729033,0.093417142
ENSG00000180787.6,ZFP3,124961,17,1,5078467,5096374,0.384265775,2.106549415,3.958403428,0.060267943,0.205739445
ENSG00000180801.14,ARSJ,79642,4,-1,113900284,113979727,-0.284829523,4.622343228,4.371656641,0.049306633,0.183469708
ENSG00000180806.5,HOXC9,3225,12,1,53994895,54003337,0.515019214,2.055368908,1.439958122,0.243951748,0.459070977
ENSG00000180817.12,PPA1,5464,10,-1,70202835,70233911,-0.228627886,7.964911263,1.595298587,0.220873489,0.434330789
ENSG00000180818.5,HOXC10,3226,12,1,53985065,53990279,-0.210743317,2.710937416,0.76038218,0.936363654,0.965755684
ENSG00000180822.11,PSMG4,389362,6,1,3231403,3303373,-0.322026036,4.332071238,1.724136603,0.203798791,0.414803523
ENSG00000180834.7,MAP6D1,79929,3,-1,183815922,183825594,-0.337891341,1.677994176,0.349067529,0.561156874,0.737370314
ENSG00000180855.16,ZNF443,10224,19,-1,12429706,12441021,-0.014845452,1.813234755,0.004917063,0.944782328,0.969986124
ENSG00000180879.13,SSR4,6748,X,1,153793516,153798499,-0.197247657,7.291351508,0.427889538,0.520362342,0.706936611
ENSG00000180881.19,CAPS2,84698,12,-1,75275979,75390928,0.735658052,1.440987526,9.266157472,0.00632787,0.055374133
ENSG00000180884.10,ZNF792,126375,19,-1,34956354,34964229,0.210676202,2.61607845,1.87239823,0.186142892,0.393679504
ENSG00000180891.13,CUEDC1,404093,17,-1,57861243,57955412,0.542591794,6.485994003,16.37618814,0.000614068,0.013604439
ENSG00000180900.19,SCRIB,23513,8,-1,143790920,143815773,0.234419515,7.269822683,2.100839681,0.162478691,0.364855523
ENSG00000180901.11,KCTD2,23510,17,1,75032575,75065889,0.210736217,5.729006759,9.813142173,0.005172118,0.049096854
ENSG00000180902.18,D2HGDH,728294,2,1,241734602,241768816,0.310977145,4.668764025,4.301837994,0.050987074,0.186984994
ENSG00000180914.10,OXTR,5021,3,-1,8750381,8769628,0.148516382,2.812964233,0.443288879,0.513027988,0.701786026
ENSG00000180917.17,CMTR2,55783,16,-1,71281389,71289715,-0.154435055,4.986784633,2.296014511,0.145109805,0.342462404
ENSG00000180921.7,FAM83H,286077,8,-1,143723933,143738234,0.164654629,7.71901516,1.529055991,0.23035793,0.443865728
ENSG00000180957.17,PITPNB,23760,22,-1,27851669,27920134,-0.228857461,6.380314783,6.5639395,0.018448839,0.102223717
ENSG00000180964.17,TCEAL8,90843,X,-1,103252995,103255192,-0.023041652,5.7390608,0.014864868,0.904158955,0.949335188
ENSG00000180979.10,LRRC57,255252,15,-1,42537820,42548802,-0.081085842,4.193201555,0.887062506,0.357339147,0.572405554
ENSG00000180992.7,MRPL14,64928,6,-1,44113451,44127452,-0.266990648,6.274028869,0.951921134,0.340704934,0.557275258
ENSG00000181004.10,BBS12,166379,4,1,122732702,122744942,0.564437727,3.011444821,18.09001013,0.000377563,0.010675447
ENSG00000181007.8,ZFP82,284406,19,-1,36383120,36418644,0.059962185,1.786642447,0.022147251,0.883163218,0.939372121
ENSG00000181016.9,LSMEM1,286006,7,1,112480853,112491062,0.721826039,0.050928485,5.387734699,0.030781419,0.13747537
ENSG00000181019.13,NQO1,1728,16,-1,69706996,69726668,-0.013236861,9.228771958,0.010710401,0.918587947,0.957247381
ENSG00000181026.15,AEN,64782,15,1,88621337,88632281,-0.513150591,4.716895691,12.88456331,0.001797025,0.025642254
ENSG00000181027.10,FKRP,79147,19,1,46746046,46776988,0.154151624,4.397757105,2.078964931,0.164578747,0.367032404
ENSG00000181029.9,TRAPPC5,126003,19,1,7680833,7687703,-0.025741874,6.006118129,0.008044613,0.929410429,0.962345951
ENSG00000181031.15,RPH3AL,9501,17,-1,212389,386254,0.239953054,3.733208152,3.121764509,0.092272625,0.264900312
ENSG00000181035.13,SLC25A42,284439,19,1,19063994,19113030,0.681660946,2.774964925,10.09050658,0.004677198,0.046131251
ENSG00000181038.13,METTL23,124512,17,1,76726830,76733936,-0.282945016,4.701981385,2.507848437,0.128722625,0.32067581
ENSG00000181045.15,SLC26A11,284129,17,1,80219699,80253500,0.29026881,4.066907958,2.328376938,0.142450986,0.339312958
ENSG00000181061.13,HIGD1A,25994,3,-1,42782908,42804490,-0.394770538,6.659812434,2.817733522,0.10854313,0.291262586
ENSG00000181085.15,MAPK15,225689,8,1,143716340,143722458,0.649637138,2.754896666,4.744133165,0.041341116,0.164412409
ENSG00000181090.21,EHMT1,79813,9,1,137618992,137870016,0.237705443,6.240792709,3.141499935,0.091319048,0.262834953
ENSG00000181104.7,F2R,2149,5,1,76716126,76735770,-0.392215809,5.42654871,3.659181176,0.069960233,0.224815438
ENSG00000181135.16,ZNF707,286075,8,1,143684452,143713898,0.392919811,4.206795408,4.5735568,0.044791517,0.173026021
ENSG00000181143.15,MUC16,94025,19,-1,8848844,8981342,0.782037098,5.093756519,2.42363924,0.134957134,0.329005045
ENSG00000181163.13,NPM1,4869,5,1,171387116,171411810,-0.432311369,10.07906876,6.691172304,0.017487881,0.098951721
ENSG00000181191.11,PJA1,64219,X,-1,69160851,69165521,-0.083793916,4.888549252,0.574829876,0.457050824,0.654944107
ENSG00000181192.12,DHTKD1,55526,10,1,12068954,12123221,-0.083801516,5.24855173,0.377997591,0.545501444,0.726435181
ENSG00000181218.5,H2AC25,92815,1,-1,228434777,228457873,0.190608759,4.871211451,0.495118332,0.489638959,0.682898818
ENSG00000181220.17,ZNF746,155061,7,-1,149472696,149497817,0.223871861,4.821167844,11.05979988,0.003318812,0.037150191
ENSG00000181222.15,POLR2A,5430,17,1,7484366,7514616,0.595874532,4.778001679,1.856469364,0.187946219,0.395691711
ENSG00000181264.8,TLCD5,219902,11,1,120325296,120333686,0.055486784,2.798922742,0.09037718,0.766752801,0.875935902
ENSG00000181274.6,FRAT2,23401,10,-1,97332497,97334729,0.409382023,4.606754205,17.00692096,0.000511972,0.012414009
ENSG00000181284.2,TMEM102,284114,17,1,7435435,7437679,0.31056344,3.740377545,0.75489065,0.395079879,0.604672874
ENSG00000181291.7,TMEM132E,124842,17,1,34579487,34639318,0.046702502,-1.23053386,0.009697827,0.92251818,0.959429962
ENSG00000181315.11,ZNF322,79692,6,-1,26634383,26659752,0.110538564,4.883722276,0.961606107,0.338315692,0.555271399
ENSG00000181322.14,NME9,347736,3,-1,138261437,138329886,0.857482521,-0.439834532,3.901255749,0.061993293,0.209091854
ENSG00000181350.11,LRRC75A,388341,17,-1,16441577,16492193,0.236765644,3.132016477,1.295767813,0.268232633,0.484769873
ENSG00000181381.13,DDX60L,91351,4,-1,168356735,168537786,-0.190479984,5.238078393,2.477222065,0.130949469,0.323530695
ENSG00000181392.16,SYNE4,163183,19,-1,36003307,36008813,0.096466511,2.685178126,0.083348355,0.775734961,0.881863894
ENSG00000181396.13,OGFOD3,79701,17,-1,82389210,82418637,0.154481021,5.589160342,2.894464452,0.104139188,0.284246172
ENSG00000181404.17,WASHC1,100287171,9,-1,14475,73865,0.032711605,3.010963853,0.077821462,0.783091382,0.886532126
ENSG00000181409.13,AATK,9625,17,-1,81110487,81166221,0.760727418,2.551125252,6.602246819,0.018153427,0.101379214
ENSG00000181418.8,DDN,23109,12,-1,48995149,48999375,-0.132884536,1.986256771,0.201029879,0.658635652,0.805702176
ENSG00000181444.13,ZNF467,168544,7,-1,149764182,149773588,0.935042133,4.212429436,8.843047575,0.007419607,0.060387979
ENSG00000181449.4,SOX2,6657,3,1,181711925,181714436,0.995594636,3.542627678,7.988533713,0.012560201,0.081339378
ENSG00000181450.17,ZNF678,339500,1,1,227563543,227677443,-0.281914742,2.726760059,3.051213089,0.095777933,0.270667014
ENSG00000181458.10,TMEM45A,55076,3,1,100492619,100577444,-0.783304475,4.741956031,6.736201789,0.017161323,0.097908943
ENSG00000181467.4,RAP2B,5912,3,1,153162226,153170627,-0.195288715,6.227685934,5.374174618,0.030969704,0.137904767
ENSG00000181472.5,ZBTB2,57621,6,-1,151364115,151391559,-0.295402633,4.455579448,5.686374914,0.02694507,0.127863429
ENSG00000181481.14,RNF135,84282,17,1,30970984,30999911,0.146661769,4.901204677,1.864735685,0.187007694,0.394549823
ENSG00000181513.14,ACBD4,79777,17,1,45132600,45144181,0.49954627,4.001044842,9.537753022,0.005721672,0.052074943
ENSG00000181523.13,SGSH,6448,17,-1,80206716,80220923,0.589561033,5.023809683,8.731511386,0.007741217,0.061448675
ENSG00000181544.15,FANCB,2187,X,-1,14690388,14873255,-1.148822694,0.948781409,18.92635884,0.000300338,0.009125778
ENSG00000181555.20,SETD2,29072,3,-1,47016428,47164113,0.059983091,6.057687249,0.170504916,0.68398849,0.823132758
ENSG00000181585.5,TMIE,259236,3,1,46694528,46710886,0.557484342,-0.468916132,1.921833676,0.180680695,0.386944572
ENSG00000181588.16,MEX3D,399664,19,-1,1554672,1568325,-0.030389433,6.086482065,0.074465395,0.787697076,0.888409915
ENSG00000181610.13,MRPS23,51649,17,-1,57834781,57850056,-0.454189495,5.93514298,5.006327182,0.03660957,0.15253044
ENSG00000181619.11,GPR135,64582,14,-1,59429022,59465380,0.301813337,1.625929532,0.710841588,0.40898083,0.615527573
ENSG00000181625.17,SLX1B,79008,16,1,29454533,29458219,-0.036984109,5.077749852,0.035997025,0.851404271,0.924126956
ENSG00000181634.8,TNFSF15,9966,9,-1,114784652,114806039,0.295644237,4.221557154,2.294591844,0.145228052,0.342595772
ENSG00000181638.18,ZFP41,286128,8,1,143246821,143262705,0.327832252,4.826393525,3.249296468,0.086308842,0.253506345
ENSG00000181649.7,PHLDA2,7262,11,-1,2928273,2929420,-0.821234796,5.835097739,12.00959903,0.002399573,0.030598756
ENSG00000181652.19,ATG9B,285973,7,-1,151012209,151024499,1.582953213,2.819912331,7.215288522,0.014078966,0.087232599
ENSG00000181666.18,ZNF875,284459,19,1,37312837,37369365,0.192984828,4.905317576,3.056156548,0.095527308,0.270494653
ENSG00000181690.8,PLAG1,5324,8,-1,56160909,56211324,0.297890616,3.605431688,1.424984572,0.246336696,0.461806767
ENSG00000181704.12,YIPF6,286451,X,1,68498562,68537282,-0.13470126,6.134125068,5.555328048,0.028557882,0.131828196
ENSG00000181722.16,ZBTB20,26137,3,-1,114314500,115147292,-0.022107018,3.10148871,0.00813732,0.929006005,0.962284399
ENSG00000181744.8,DIPK2A,205428,3,1,143971823,144048719,-0.024543378,4.243070181,0.042942235,0.837896868,0.916109644
ENSG00000181751.10,MACIR,90355,5,1,103258763,103278660,0.049805852,4.398944719,0.182932028,0.673364555,0.815447321
ENSG00000181754.7,AMIGO1,57463,1,-1,109504178,109509738,0.215130947,2.54755701,2.256235526,0.148460277,0.347421809
ENSG00000181773.7,GPR3,2827,1,1,27392622,27395814,-0.831506814,1.433075937,5.842251174,0.025158722,0.122741031
ENSG00000181788.4,SIAH2,6478,3,-1,150741125,150763477,-0.234806238,5.247957283,4.040034377,0.05789806,0.201001772
ENSG00000181789.14,COPG1,22820,3,1,129249606,129277773,0.151594275,7.439297756,2.642378119,0.119459204,0.307456741
ENSG00000181790.11,ADGRB1,575,8,1,142449430,142545009,0.113288226,5.409109097,0.145784434,0.706560951,0.837898567
ENSG00000181817.6,LSM10,84967,1,-1,36391238,36397908,-0.34335872,4.705868343,1.380544574,0.253595031,0.46889843
ENSG00000181826.10,RELL1,768211,4,-1,37590800,37686376,-0.187308131,3.497784423,2.371510586,0.138997635,0.334483057
ENSG00000181827.14,RFX7,64864,15,-1,56087280,56245082,0.087143584,4.975245041,0.422727381,0.522863555,0.708691093
ENSG00000181830.8,SLC35C1,55343,11,1,45804072,45813016,0.200347227,5.409381973,9.907247505,0.004997969,0.048156399
ENSG00000181852.17,RNF41,10193,12,-1,56202179,56221933,0.021304199,5.635030592,0.073335936,0.789272188,0.888432682
ENSG00000181873.13,IBA57,200205,1,1,228165804,228182257,0.005896959,3.754731988,0.002773449,0.958514339,0.978188887
ENSG00000181885.18,CLDN7,1366,17,-1,7259903,7263983,0.634734327,7.07973602,2.403045955,0.136536291,0.331198242
ENSG00000181894.15,ZNF329,79673,19,-1,58126248,58155110,0.061635186,3.231861748,0.092219837,0.76446176,0.875057351
ENSG00000181896.12,ZNF101,94039,19,1,19668796,19683509,-0.156532799,2.521613271,1.566101858,0.224991385,0.438967839
ENSG00000181904.9,C5orf24,134553,5,1,134845680,134859735,-0.105910322,6.425213184,1.989374923,0.173533126,0.378436327
ENSG00000181915.4,ADO,84890,10,1,62804720,62808479,-0.064133572,5.004384066,0.921083738,0.348473197,0.564310407
ENSG00000181924.7,COA4,51287,11,-1,73872667,73876901,-0.325497294,5.835359059,1.822561619,0.191857555,0.400049731
ENSG00000181929.12,PRKAG1,5571,12,-1,49002274,49018807,-0.104569428,6.126863546,0.494968609,0.489703837,0.682918593
ENSG00000181938.13,GINS3,64785,16,1,58295080,58406147,-0.655763551,3.679417636,11.59881841,0.002757088,0.033266863
ENSG00000181982.18,CCDC149,91050,4,-1,24803514,24980204,0.414071517,4.030268895,6.268528168,0.020916838,0.109758399
ENSG00000181991.16,MRPS11,64963,15,1,88467453,88480776,-0.244328603,4.956304072,1.096377835,0.307359527,0.525319435
ENSG00000182004.13,SNRPE,6635,1,1,203861599,203871152,-0.617187978,6.290747334,4.256273632,0.052118986,0.189578051
ENSG00000182010.11,RTKN2,219790,10,-1,62183035,62268844,-0.12029419,4.129511196,0.308745443,0.586475658,0.755155908
ENSG00000182013.18,PNMA8A,55228,19,-1,46466491,46471563,0.202433321,2.209613693,0.241971403,0.628058439,0.782721819
ENSG00000182022.18,CHST15,51363,10,-1,124007668,124093598,-0.306819814,5.534512041,5.572044636,0.028346216,0.131370971
ENSG00000182040.9,USH1G,124590,17,-1,74916083,74923256,0.460379538,0.210460352,1.958206445,0.176787531,0.38219572
ENSG00000182054.9,IDH2,3418,15,-1,90083045,90102477,-0.243565499,7.046117597,2.17432702,0.155658158,0.356334937
ENSG00000182087.14,TMEM259,91304,19,-1,1009648,1021179,0.113971558,7.539565089,2.447668329,0.133142041,0.326611418
ENSG00000182093.15,GET1,7485,21,1,39377698,39428528,-0.260234264,5.068516924,1.711753896,0.205366062,0.416295088
ENSG00000182095.14,TNRC18,84629,7,-1,5306790,5425414,0.344580065,7.676329175,1.846317919,0.189106763,0.396956224
ENSG00000182107.6,TMEM30B,161291,14,-1,61277370,61281761,0.027374135,5.527504286,0.006845223,0.934871251,0.964811197
ENSG00000182108.11,DEXI,28955,16,-1,10928891,10942468,0.046009395,4.622370799,0.118367392,0.734347095,0.856430223
ENSG00000182117.5,NOP10,55505,15,-1,34339159,34343180,-0.436905388,6.094876521,1.982018846,0.174294527,0.379523069
ENSG00000182118.8,FAM89A,375061,1,-1,231018958,231040254,-0.383796207,2.813425254,2.697973741,0.115863413,0.302106113
ENSG00000182134.16,TDRKH,11022,1,-1,151770107,151791416,-0.126380023,4.157840118,1.228881642,0.280574755,0.498659711
ENSG00000182141.10,ZNF708,7562,19,-1,21291160,21329425,0.046333414,2.350078246,0.066675656,0.798837538,0.893345092
ENSG00000182149.20,IST1,9798,16,1,71845996,71931199,0.14070763,6.828896467,5.237761383,0.032937967,0.142385886
ENSG00000182150.15,ERCC6L2,375748,9,1,95871264,96121154,0.034417509,2.097652051,0.035909341,0.8515831,0.924172121
ENSG00000182154.8,MRPL41,64975,9,1,137551879,137552555,-0.14567159,6.214800773,0.248330954,0.623604245,0.77972297
ENSG00000182158.15,CREB3L2,64764,7,-1,137874979,138002086,0.212931943,5.262390766,2.589317259,0.123015049,0.312643908
ENSG00000182173.13,TSEN54,283989,17,1,75515944,75524735,0.194568637,4.910074168,3.464758838,0.077221056,0.23769827
ENSG00000182175.14,RGMA,56963,15,-1,93035271,93089211,-0.026925417,0.268000671,0.00877335,0.926291863,0.961111647
ENSG00000182179.13,UBA7,7318,3,-1,49805209,49813953,0.945366077,4.484755815,18.0271449,0.000384197,0.010826642
ENSG00000182180.14,MRPS16,51021,10,-1,73248843,73252693,-0.295661799,6.601638376,2.874891872,0.105242259,0.286333966
ENSG00000182185.18,RAD51B,5890,14,1,67819779,68730218,-0.141680588,1.798361276,0.951062147,0.34091799,0.5574088
ENSG00000182196.13,ARL6IP4,51329,12,1,122980060,122982913,-0.118169404,7.053422039,0.321442431,0.576952717,0.748488212
ENSG00000182197.11,EXT1,2131,8,-1,117794490,118111826,0.251738546,6.418862852,4.90896683,0.038290949,0.156533864
ENSG00000182199.11,SHMT2,6472,12,1,57229573,57234935,-0.394089879,7.140526681,9.92520292,0.004965486,0.04804964
ENSG00000182208.14,MOB2,81532,11,-1,1469457,1501247,-0.098647729,4.691043144,0.405653341,0.53129531,0.714560387
ENSG00000182220.14,ATP6AP2,10159,X,1,40579372,40606848,0.068348162,6.558452763,0.654996283,0.427708525,0.630125105
ENSG00000182224.12,CYB5D1,124637,17,1,7857746,7862282,-0.103149562,4.561368912,1.647697749,0.213719565,0.426892189
ENSG00000182240.16,BACE2,25825,21,1,41167801,41282530,-0.104092985,5.975586427,0.909286433,0.351511631,0.566729635
ENSG00000182247.10,UBE2E2,7325,3,1,23203020,23591794,-0.151735383,3.869621681,1.399604732,0.250448448,0.466050344
ENSG00000182253.14,SYNM,23336,15,1,99098217,99135593,0.25149709,3.870500235,1.682409009,0.209140998,0.421368454
ENSG00000182271.12,TMIGD1,388364,17,-1,30316333,30334059,-0.7242867,0.641568831,1.533034759,0.234298766,0.448164982
ENSG00000182272.12,B4GALNT4,338707,11,1,369499,382117,-0.071654615,5.606712025,0.083295116,0.77580454,0.881863894
ENSG00000182287.14,AP1S2,8905,X,-1,15825806,15854931,-0.667763028,3.511986269,11.19917929,0.00316231,0.036259195
ENSG00000182307.14,C8orf33,65265,8,1,145052465,145066685,-0.136893492,6.398276652,1.795433376,0.195059806,0.404286135
ENSG00000182310.14,SPACA6,147650,19,1,51689128,51712387,0.1546703,1.55754365,0.412222169,0.528021997,0.712088796
ENSG00000182318.6,ZSCAN22,342945,19,1,58326994,58342332,0.04391844,2.183160182,0.083054283,0.776119588,0.88190827
ENSG00000182324.6,KCNJ14,3770,19,1,48455574,48466980,0.413374612,1.396456247,4.314141646,0.050686256,0.186282355
ENSG00000182325.11,FBXL6,26233,8,-1,144355431,144359376,-0.138440809,4.722724882,1.496924488,0.23514553,0.449086954
ENSG00000182326.15,C1S,716,12,1,6988259,7071032,0.640633177,4.248977198,2.54772632,0.125890357,0.316961328
ENSG00000182327.8,GLTPD2,388323,17,1,4788964,4790589,0.818664551,0.827624586,3.415942172,0.079178686,0.241175958
ENSG00000182359.15,KBTBD3,143879,11,-1,106051098,106077459,0.0917963,2.39534144,0.157869016,0.695269258,0.831139235
ENSG00000182362.14,YBEY,54059,21,1,46286342,46297751,-0.10475672,4.064002387,0.224704068,0.64053313,0.791556158
ENSG00000182372.9,CLN8,2055,8,1,1755778,1801711,-0.050714099,3.931943422,0.101099562,0.753758949,0.86949842
ENSG00000182378.14,PLCXD1,55344,X,1,276322,303356,-0.56581347,4.771916151,11.53502891,0.002817721,0.033646478
ENSG00000182379.10,NXPH4,11247,12,1,57216794,57226449,-0.333695769,3.0644752,0.627945665,0.43726518,0.638143617
ENSG00000182389.19,CACNB4,785,2,-1,151832771,152099167,-0.529286791,-0.21377799,2.261180518,0.148038737,0.346804812
ENSG00000182400.15,TRAPPC6B,122553,14,-1,39147811,39170532,-0.142170873,4.408452204,3.592067044,0.072373701,0.228021686
ENSG00000182405.6,PGBD4,161779,15,1,34102083,34108686,0.231021872,1.584799945,1.247385076,0.277086441,0.494679173
ENSG00000182446.14,NPLOC4,55666,17,-1,81556887,81648465,0.136431647,7.608119853,2.958514323,0.100623206,0.27807807
ENSG00000182463.16,TSHZ2,128553,20,1,52972358,53495330,0.318759801,2.098590624,0.685007259,0.417483414,0.622275266
