,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,logFC,logCPM,F,PValue,FDR
ENSG00000196368.5,ENSG00000196368,NUDT11,55190,X,-1,51490011,51496592,protein_coding,0.58274849,1.445386261,3.172401778,0.083992229,0.157991247
ENSG00000196369.11,ENSG00000196369,SRGAP2B,647135,1,-1,144887265,145095528,protein_coding,0.108150636,4.745553999,1.731975048,0.194359562,0.306631916
ENSG00000196371.3,ENSG00000196371,FUT4,2526,11,1,94543921,94549895,protein_coding,-0.396576012,3.968674248,7.979206644,0.006854172,0.0201233
ENSG00000196372.13,ENSG00000196372,ASB13,79754,10,-1,5638867,5666595,protein_coding,0.114875368,5.079855131,2.868215786,0.09677387,0.176703812
ENSG00000196378.11,ENSG00000196378,ZNF34,80778,8,-1,144772224,144787345,protein_coding,0.355283813,2.080970473,11.3968305,0.001458168,0.005439359
ENSG00000196387.9,ENSG00000196387,ZNF140,7699,12,1,133080474,133107526,protein_coding,0.140627815,3.72476318,2.389976644,0.128631252,0.222262609
ENSG00000196391.10,ENSG00000196391,ZNF774,342132,15,1,90352284,90369146,protein_coding,0.261357676,1.779285072,5.813116294,0.019751651,0.048391187
ENSG00000196396.10,ENSG00000196396,PTPN1,5770,20,1,50510321,50585241,protein_coding,-0.081704651,6.239667761,2.349051417,0.131871903,0.226397468
ENSG00000196408.11,ENSG00000196408,NOXO1,124056,16,-1,1978917,1984192,protein_coding,0.818350725,2.619770937,11.2305804,0.001567672,0.005771125
ENSG00000196411.10,ENSG00000196411,EPHB4,2050,7,-1,100802565,100827523,protein_coding,0.05820069,7.470008472,1.475813091,0.230325672,0.348515705
ENSG00000196417.13,ENSG00000196417,ZNF765,91661,19,1,53389793,53430413,protein_coding,0.352648262,3.270992414,4.480962815,0.039441693,0.0854422
ENSG00000196418.12,ENSG00000196418,ZNF124,7678,1,-1,247121975,247172020,protein_coding,0.008617336,1.955396449,0.006603322,0.935569711,0.963017934
ENSG00000196419.12,ENSG00000196419,XRCC6,2547,22,1,41621163,41664048,protein_coding,-0.240405717,8.790687776,19.57499402,5.48E-05,0.000329191
ENSG00000196420.7,ENSG00000196420,S100A5,6276,1,-1,153537147,153541765,protein_coding,0.008377699,1.213604595,0.005548014,0.94093156,0.965664619
ENSG00000196421.8,ENSG00000196421,C20orf204,284739,20,1,64034344,64039962,protein_coding,0.61597592,0.527419996,10.59376205,0.002074013,0.007340242
ENSG00000196422.11,ENSG00000196422,PPP1R26,9858,9,1,135479079,135488893,protein_coding,-0.030156249,5.511944798,0.161109126,0.689904595,0.786410671
ENSG00000196428.12,ENSG00000196428,TSC22D2,9819,3,1,150408298,150466422,protein_coding,-0.214592053,5.513539154,11.18996538,0.001595716,0.005864748
ENSG00000196436.8,ENSG00000196436,NPIPB15,440348,16,1,74376306,74392115,protein_coding,0.515164749,0.631338991,2.576059112,0.11499906,0.202604571
ENSG00000196437.11,ENSG00000196437,ZNF569,148266,19,-1,37411155,37469275,protein_coding,-0.192379205,2.253190787,1.042496081,0.686737857,0.784128078
ENSG00000196440.11,ENSG00000196440,ARMCX4,100131755,X,1,101418287,101533459,protein_coding,0.184580415,2.568140973,0.572979297,0.45369852,0.583593635
ENSG00000196449.4,ENSG00000196449,YRDC,79693,1,-1,37802945,37808208,protein_coding,-0.645195893,4.626615438,89.24181982,1.46E-12,4.31E-10
ENSG00000196453.8,ENSG00000196453,ZNF777,27153,7,-1,149431363,149461062,protein_coding,0.119038309,4.540071496,3.910599309,0.053693486,0.109960886
ENSG00000196455.8,ENSG00000196455,PIK3R4,30849,3,-1,130678934,130746829,protein_coding,-0.110632546,4.979070225,2.385251626,0.129000698,0.222688633
ENSG00000196456.12,ENSG00000196456,ZNF775,285971,7,1,150368790,150398630,protein_coding,0.329058837,3.158560562,10.74280104,0.0019418,0.006936102
ENSG00000196458.11,ENSG00000196458,ZNF605,100289635,12,-1,132918306,132956306,protein_coding,0.31322605,3.564892691,3.080762774,0.085552874,0.160300071
ENSG00000196459.14,ENSG00000196459,TRAPPC2,6399,X,-1,13712244,13734635,protein_coding,-0.033751703,3.144138348,0.159303449,0.691554733,0.787958235
ENSG00000196465.10,ENSG00000196465,MYL6B,140465,12,1,56152256,56159647,protein_coding,0.222797916,5.713803771,2.091597636,0.154557805,0.25629615
ENSG00000196466.10,ENSG00000196466,ZNF799,90576,19,-1,12390016,12401271,protein_coding,-0.139372632,1.725260808,0.991298627,0.324378192,0.453866651
ENSG00000196470.12,ENSG00000196470,SIAH1,6477,16,-1,48356364,48448402,protein_coding,0.170164396,4.976145377,11.34105392,0.001493982,0.005541229
ENSG00000196476.12,ENSG00000196476,C20orf96,140680,20,-1,270863,290778,protein_coding,0.484275498,3.280718532,24.04560167,1.10E-05,8.39E-05
ENSG00000196497.17,ENSG00000196497,IPO4,79711,14,-1,24180219,24188869,protein_coding,-0.543344439,6.243319074,47.219615,1.11E-08,2.75E-07
ENSG00000196498.13,ENSG00000196498,NCOR2,9612,12,-1,124324415,124567612,protein_coding,0.038780616,7.843373441,0.097530965,0.756154804,0.838098018
ENSG00000196502.11,ENSG00000196502,SULT1A1,6817,16,-1,28605196,28614279,protein_coding,0.227971434,4.313713608,1.743547345,0.192901758,0.304831849
ENSG00000196503.4,ENSG00000196503,ARL9,132946,4,1,56505209,56524959,protein_coding,-0.239381652,-0.550456126,0.545204081,0.592559182,0.706601645
ENSG00000196504.16,ENSG00000196504,PRPF40A,55660,2,-1,152651593,152718012,protein_coding,-0.173496075,7.05795689,17.29961882,0.00012998,0.000691206
ENSG00000196505.11,ENSG00000196505,GDAP2,54834,1,-1,117863485,117929621,protein_coding,-0.060295029,3.817381234,2.036949052,0.159938924,0.262985511
ENSG00000196507.11,ENSG00000196507,TCEAL3,85012,X,1,103607451,103629690,protein_coding,0.21793144,4.431394557,6.648207999,0.013022105,0.034252637
ENSG00000196510.12,ENSG00000196510,ANAPC7,51434,12,-1,110372900,110403730,protein_coding,-0.194750881,5.660334368,13.1930882,0.000677857,0.002848016
ENSG00000196511.14,ENSG00000196511,TPK1,27010,7,-1,144451941,144836395,protein_coding,-0.276658571,1.842602829,4.533006731,0.038362682,0.083507648
ENSG00000196517.11,ENSG00000196517,SLC6A9,6536,1,-1,43991500,44031467,protein_coding,0.673259783,3.598804152,29.95766656,1.55E-06,1.57E-05
ENSG00000196526.10,ENSG00000196526,AFAP1,60312,4,-1,7758714,7939926,protein_coding,-0.232704372,6.501567065,4.590768848,0.037202442,0.081469175
ENSG00000196531.10,ENSG00000196531,NACA,4666,12,-1,56712305,56731628,protein_coding,-0.067893718,9.386164753,0.343062589,0.560788787,0.680586085
ENSG00000196535.16,ENSG00000196535,MYO18A,399687,17,-1,29071122,29180398,protein_coding,0.225275705,7.090441489,4.723162465,0.034683926,0.077030294
ENSG00000196542.8,ENSG00000196542,SPTSSB,165679,3,-1,161344798,161372880,protein_coding,0.105056824,3.940877101,0.127517852,0.722750659,0.813007736
ENSG00000196544.7,ENSG00000196544,BORCS6,54785,17,-1,8188345,8190180,protein_coding,0.429137856,4.360404306,25.52167788,6.64E-06,5.48E-05
ENSG00000196547.15,ENSG00000196547,MAN2A2,4122,15,1,90902218,90922584,protein_coding,0.088025373,5.835699567,0.971277868,0.329264132,0.458989112
ENSG00000196549.10,ENSG00000196549,MME,4311,3,1,155024124,155183704,protein_coding,0.304041441,7.047877945,0.705606043,0.40503776,0.536149629
ENSG00000196550.10,ENSG00000196550,FAM72A,729533,1,-1,206186179,206204414,protein_coding,-0.872250925,2.750379603,43.2301242,3.19E-08,6.47E-07
ENSG00000196562.14,ENSG00000196562,SULF2,55959,20,-1,47656197,47786616,protein_coding,0.192046858,7.375745291,1.637943972,0.207408844,0.322572119
ENSG00000196569.12,ENSG00000196569,LAMA2,3908,6,1,128883138,129516566,protein_coding,-0.332908083,0.263692152,2.311789795,0.134904227,0.230165921
ENSG00000196576.15,ENSG00000196576,PLXNB2,23654,22,-1,50274979,50307646,protein_coding,0.256264643,8.743762928,10.36857305,0.002292045,0.007988058
ENSG00000196584.3,ENSG00000196584,XRCC2,7516,7,-1,152644776,152676193,protein_coding,-1.594493463,3.354644365,103.5316029,1.30E-13,6.75E-11
ENSG00000196586.14,ENSG00000196586,MYO6,4646,6,1,75749201,75919537,protein_coding,0.349845829,6.703194933,20.26327115,4.25E-05,0.000264134
ENSG00000196588.16,ENSG00000196588,MRTFA,57591,22,-1,40410281,40636719,protein_coding,0.334680335,5.279507663,12.29952799,0.000988643,0.003904141
ENSG00000196591.12,ENSG00000196591,HDAC2,3066,6,-1,113933028,114011308,protein_coding,-0.152707083,7.031479304,13.75679663,0.000536138,0.002334126
ENSG00000196597.12,ENSG00000196597,ZNF782,158431,9,-1,96816269,96875623,protein_coding,0.468079245,2.139219818,17.48504169,0.000120993,0.000650608
ENSG00000196605.7,ENSG00000196605,ZNF846,162993,19,-1,9751993,9793180,protein_coding,0.800373419,1.530978276,33.37734593,5.35E-07,6.46E-06
ENSG00000196611.5,ENSG00000196611,MMP1,4312,11,-1,102789401,102798160,protein_coding,-2.63333203,3.214860961,41.24400521,5.48E-08,1.00E-06
ENSG00000196628.16,ENSG00000196628,TCF4,6925,18,-1,55222185,55664787,protein_coding,-0.098356134,2.396744571,0.193934665,0.661622861,0.763934505
ENSG00000196636.7,ENSG00000196636,SDHAF3,57001,7,1,97117698,97181763,protein_coding,-0.388256007,4.682706001,12.86181508,0.000779017,0.003206039
ENSG00000196639.6,ENSG00000196639,HRH1,3269,3,1,11137093,11263557,protein_coding,-0.737888743,4.529795772,70.8450858,4.88E-11,4.51E-09
ENSG00000196642.19,ENSG00000196642,RABL6,55684,9,1,136807943,136841187,protein_coding,0.190555053,7.557653106,12.90030261,0.000766492,0.003168041
ENSG00000196646.12,ENSG00000196646,ZNF136,7695,19,1,12163064,12189871,protein_coding,0.409981488,2.278701729,8.260812086,0.006002613,0.018003831
ENSG00000196652.11,ENSG00000196652,ZKSCAN5,23660,7,1,99504662,99534700,protein_coding,-0.037917821,4.273076612,0.661572397,0.419989713,0.550960404
ENSG00000196653.12,ENSG00000196653,ZNF502,91392,3,1,44712643,44723831,protein_coding,0.01137729,1.874013188,0.001826087,0.966110636,0.980006798
ENSG00000196655.11,ENSG00000196655,TRAPPC4,51399,11,1,119018763,119025454,protein_coding,-0.150605716,5.745228032,3.427717965,0.070218273,0.136783648
ENSG00000196659.9,ENSG00000196659,TTC30B,150737,2,-1,177548998,177552796,protein_coding,0.467421615,3.229135573,33.55318348,5.07E-07,6.15E-06
ENSG00000196660.10,ENSG00000196660,SLC30A10,55532,1,-1,219685427,219959018,protein_coding,0.30620768,-0.817369062,0.33860714,0.565227156,0.684598545
ENSG00000196663.16,ENSG00000196663,TECPR2,9895,14,1,102362941,102502477,protein_coding,0.271420001,5.040519404,9.959847345,0.002751735,0.009355343
ENSG00000196670.13,ENSG00000196670,ZFP62,643836,5,-1,180847611,180861285,protein_coding,0.070426373,4.903360822,1.108872163,0.29755738,0.425714064
ENSG00000196678.14,ENSG00000196678,ERI2,112479,16,-1,20780193,20900349,protein_coding,-0.162205093,3.651575876,9.344785854,0.00363539,0.01181107
ENSG00000196683.10,ENSG00000196683,TOMM7,54543,7,-1,22812628,22822849,protein_coding,0.152554248,6.705072601,0.953326438,0.333730273,0.463916076
ENSG00000196684.12,ENSG00000196684,HSH2D,84941,19,1,16134028,16158575,protein_coding,0.086961012,3.084464923,0.226992252,0.636153694,0.742590051
ENSG00000196689.12,ENSG00000196689,TRPV1,7442,17,-1,3565444,3609411,protein_coding,0.47761259,2.475409239,6.075154468,0.017309375,0.043491379
ENSG00000196693.15,ENSG00000196693,ZNF33B,7582,10,-1,42574185,42638570,protein_coding,0.358182548,4.835559845,19.0784944,6.60E-05,0.00038614
ENSG00000196700.9,ENSG00000196700,ZNF512B,57473,20,-1,63956704,63969930,protein_coding,0.134892955,5.65613585,1.834542801,0.181883088,0.290935186
ENSG00000196704.12,ENSG00000196704,AMZ2,51321,17,1,68205481,68257712,protein_coding,0.235953072,5.939167693,9.320862765,0.003675296,0.011914859
ENSG00000196705.8,ENSG00000196705,ZNF431,170959,19,1,21142024,21196053,protein_coding,0.002880979,3.542180301,0.000567209,0.981097197,0.989879176
ENSG00000196712.17,ENSG00000196712,NF1,4763,17,1,31094927,31382116,protein_coding,-0.293422049,6.257335144,17.65103221,0.000113499,0.000615223
ENSG00000196715.7,ENSG00000196715,VKORC1L1,154807,7,1,65873074,65959563,protein_coding,-0.23625493,6.240747796,24.25508275,1.02E-05,7.94E-05
ENSG00000196730.13,ENSG00000196730,DAPK1,1612,9,1,87497228,87708634,protein_coding,0.344977608,5.036489083,4.943112228,0.030897988,0.069925387
ENSG00000196739.15,ENSG00000196739,COL27A1,85301,9,1,114155537,114312511,protein_coding,-0.46808691,2.828525834,3.8223923,0.056361167,0.114477876
ENSG00000196743.8,ENSG00000196743,GM2A,2760,5,1,151212150,151270440,protein_coding,0.272391113,5.579138039,13.84078948,0.000517843,0.002266931
ENSG00000196747.4,ENSG00000196747,H2AC13,8329,6,1,27808173,27808667,protein_coding,0.658760877,1.101111315,6.243616545,0.015911162,0.040614621
ENSG00000196754.10,ENSG00000196754,S100A2,6273,1,-1,153561108,153567890,protein_coding,-0.427533034,6.735867076,3.33730768,0.073896933,0.142386795
ENSG00000196757.8,ENSG00000196757,ZNF700,90592,19,1,11925068,11950773,protein_coding,0.107907249,3.952739864,1.581101538,0.21463716,0.330938578
ENSG00000196776.16,ENSG00000196776,CD47,961,3,-1,108043091,108091862,protein_coding,-0.055381804,6.859709661,0.572829778,0.452806224,0.582661428
ENSG00000196781.15,ENSG00000196781,TLE1,7088,9,-1,81583683,81689547,protein_coding,0.29612403,5.818992592,15.13108679,0.000305954,0.001430975
ENSG00000196782.12,ENSG00000196782,MAML3,55534,4,-1,139716753,140154184,protein_coding,-0.089836282,3.926216171,0.759169654,0.387891036,0.51942462
ENSG00000196787.3,ENSG00000196787,H2AC11,8969,6,1,27133043,27133535,protein_coding,0.675547646,2.853986422,20.13840661,4.45E-05,0.00027441
ENSG00000196792.12,ENSG00000196792,STRN3,29966,14,-1,30893799,31026401,protein_coding,-0.15289811,5.053346396,7.9037936,0.007103304,0.020705799
ENSG00000196793.13,ENSG00000196793,ZNF239,8187,10,-1,43556344,43574618,protein_coding,-0.551942466,2.228446966,22.88687382,1.65E-05,0.000118339
ENSG00000196812.5,ENSG00000196812,ZSCAN16,80345,6,1,28107689,28130082,protein_coding,0.25902565,2.713914428,1.971683256,0.166655516,0.271444958
ENSG00000196814.15,ENSG00000196814,MVB12B,89853,9,1,126326829,126507041,protein_coding,0.237316,4.146264987,10.64887378,0.002024052,0.007184186
ENSG00000196821.10,ENSG00000196821,ILRUN,64771,6,-1,34587288,34696859,protein_coding,0.075234994,7.105968574,3.222110008,0.078897028,0.149850955
ENSG00000196839.13,ENSG00000196839,ADA,100,20,-1,44584896,44652252,protein_coding,0.097110761,4.234484685,0.440142829,0.51020205,0.636317626
ENSG00000196843.16,ENSG00000196843,ARID5A,10865,2,1,96536743,96552634,protein_coding,-0.469597954,2.944313784,26.22752521,5.24E-06,4.46E-05
ENSG00000196850.6,ENSG00000196850,PPTC7,160760,12,-1,110533245,110583318,protein_coding,-0.36995845,5.96130103,34.70415833,3.58E-07,4.68E-06
ENSG00000196865.4,ENSG00000196865,NHLRC2,374354,10,1,113854661,113917194,protein_coding,-0.054945153,5.149833959,0.49063492,0.486998704,0.61416277
ENSG00000196867.7,ENSG00000196867,ZFP28,140612,19,1,56538948,56556808,protein_coding,0.041480189,2.078061915,0.019051589,0.890857285,0.933477062
ENSG00000196872.12,ENSG00000196872,CRACDL,343990,2,-1,98793846,98936259,protein_coding,0.861545648,4.048736475,15.99821816,0.000216375,0.001065268
ENSG00000196873.15,ENSG00000196873,ZNG1C,445571,9,1,68232003,68300035,protein_coding,-0.15022072,4.459222532,1.226210517,0.27361965,0.399269493
ENSG00000196876.15,ENSG00000196876,SCN8A,6334,12,1,51590266,51812864,protein_coding,0.327605716,2.156511239,1.329663407,0.254529527,0.377589507
ENSG00000196878.15,ENSG00000196878,LAMB3,3914,1,-1,209614870,209652425,protein_coding,0.150581188,8.581840097,0.614947304,0.436753244,0.568028019
ENSG00000196890.4,ENSG00000196890,H2BC26,128312,1,1,228458103,228463104,protein_coding,0.771871785,0.434605142,7.618057275,0.008137846,0.023160106
ENSG00000196911.10,ENSG00000196911,KPNA5,3841,6,1,116681187,116741867,protein_coding,0.142842659,3.086550314,3.687302514,0.060732703,0.121429347
ENSG00000196912.12,ENSG00000196912,ANKRD36B,57730,2,-1,97492663,97589877,protein_coding,0.172941406,3.142277916,1.680814078,0.200965319,0.314588074
ENSG00000196914.9,ENSG00000196914,ARHGEF12,23365,11,1,120336413,120489937,protein_coding,-0.039121226,7.219042399,0.409501583,0.525241092,0.650215743
ENSG00000196917.5,ENSG00000196917,HCAR1,27198,12,-1,122726076,122730844,protein_coding,-0.010290616,2.908232701,0.0082057,0.928293116,0.958267384
ENSG00000196923.14,ENSG00000196923,PDLIM7,9260,5,-1,177483394,177497606,protein_coding,-0.257802313,6.987569861,8.681385438,0.004932956,0.015243615
ENSG00000196924.16,ENSG00000196924,FLNA,2316,X,-1,154348524,154374634,protein_coding,-0.316355461,10.28799092,8.093238916,0.006494878,0.019219244
ENSG00000196935.9,ENSG00000196935,SRGAP1,57522,12,1,63843761,64162217,protein_coding,0.154703306,4.880169733,1.814982918,0.184186878,0.293830472
ENSG00000196937.11,ENSG00000196937,FAM3C,10447,7,-1,121348878,121396364,protein_coding,-0.608827952,7.730590657,68.49949828,7.95E-11,6.45E-09
ENSG00000196943.14,ENSG00000196943,NOP9,161424,14,1,24299850,24309124,protein_coding,-0.057069086,5.993174961,0.79588065,0.376742932,0.508131291
ENSG00000196950.14,ENSG00000196950,SLC39A10,57181,2,1,195575977,195737702,protein_coding,-0.487005332,5.672526322,27.35756164,3.60E-06,3.24E-05
ENSG00000196954.14,ENSG00000196954,CASP4,837,11,-1,104942866,104969366,protein_coding,-0.085828787,5.552063872,0.212543747,0.646846472,0.751960359
ENSG00000196961.12,ENSG00000196961,AP2A1,160,19,1,49767001,49807114,protein_coding,0.239396819,7.110078004,23.68820656,1.25E-05,9.33E-05
ENSG00000196967.10,ENSG00000196967,ZNF585A,199704,19,-1,37106734,37172741,protein_coding,0.016627347,2.921569297,0.01755009,0.895156571,0.936088736
ENSG00000196968.11,ENSG00000196968,FUT11,170384,10,1,73772276,73780251,protein_coding,-0.579544613,3.51026022,29.87244107,1.59E-06,1.61E-05
ENSG00000196975.16,ENSG00000196975,ANXA4,307,2,1,69644425,69827112,protein_coding,0.292913213,7.363267104,26.98853431,4.06E-06,3.58E-05
ENSG00000196976.7,ENSG00000196976,LAGE3,8270,X,-1,154477775,154479281,protein_coding,0.179194665,5.851715013,1.603172589,0.211516009,0.327159706
ENSG00000196981.3,ENSG00000196981,WDR5B,54554,3,-1,122411846,122416062,protein_coding,0.430670931,3.469735787,28.62738464,2.37E-06,2.26E-05
ENSG00000196993.8,ENSG00000196993,NPIPB9,100507607,16,1,28751787,28772864,protein_coding,-0.495037957,-0.392974237,0.878847958,0.353173166,0.483902202
ENSG00000196998.18,ENSG00000196998,WDR45,11152,X,-1,49074433,49101170,protein_coding,0.19627029,5.674098152,6.457550592,0.014306884,0.037046083
ENSG00000197006.14,ENSG00000197006,METTL9,51108,16,1,21597218,21657471,protein_coding,-0.001091094,6.893341268,0.000154412,0.990136615,0.994566756
ENSG00000197008.9,ENSG00000197008,ZNF138,7697,7,1,64794388,64833681,protein_coding,-0.058337746,2.969100684,0.447105023,0.506890471,0.633260493
ENSG00000197013.10,ENSG00000197013,ZNF429,353088,19,1,21496682,21556270,protein_coding,0.654238384,2.150271643,12.32938658,0.000976142,0.003864972
ENSG00000197016.12,ENSG00000197016,ZNF470,388566,19,1,56567468,56588911,protein_coding,-0.507278894,2.412064148,3.0735444,0.086639011,0.161974667
ENSG00000197019.5,ENSG00000197019,SERTAD1,29950,19,-1,40421589,40425992,protein_coding,-0.057008942,4.692687769,0.276116143,0.601657982,0.714820012
ENSG00000197020.11,ENSG00000197020,ZNF100,163227,19,-1,21722771,21767579,protein_coding,0.01742879,2.529037276,0.011592055,0.914705509,0.949089755
ENSG00000197021.9,ENSG00000197021,EOLA2,541578,X,-1,149929527,149938700,protein_coding,0.004620192,4.896048322,0.003287601,0.954512386,0.973883446
ENSG00000197024.8,ENSG00000197024,ZNF398,57541,7,1,149126416,149183042,protein_coding,0.045629182,3.974916387,0.674416101,0.415544012,0.546458835
